companyName,contractType,location,sector,title,postingDate,hourlySalary,salaryRating,viewsCount,applicationsCount,interviewsCount,offersCount,hired,applicationDate,interviewDate,offerDate,hireDate,timeToHireDays,applicantExperienceLevel,workType,salaryRange
Jobot,Full-time,"Portage, WI",IT Services and IT Consulting and Software Development,Project Engineer,2024-06-08,60.98,2.6,973,47,3,0,False,2024-06-13,2024-06-18,2024-06-21,,,Mid-level,Hybrid,$100k-$120k
TEKsystems,Full-time,"San Francisco, CA",IT Services and IT Consulting,Project Analyst (Hybrid),2024-11-27,35.08,0.4,362,128,20,3,True,2024-12-06,2024-12-14,2024-12-17,2024-12-23,17.0,Junior,On-site,$80k-$100k
CHI,Full-time,"Englewood, CO",Hospitals and Health Care,Systems Manager IT Cybersecurity,2024-04-29,39.94,0.8,565,87,8,0,False,2024-04-30,2024-05-09,2024-05-12,,,Mid-level,Remote,$80k-$100k
Aegon,Full-time,United States,Financial Services,Intermediate Compliance Analyst,2025-01-20,49.82,1.7,1462,166,25,6,True,2025-01-25,2025-02-02,2025-02-04,2025-02-08,14.0,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Nashville, TN",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-09-19,47.91,1.5,271,35,3,0,False,2024-09-26,2024-10-02,2024-10-07,,,Mid-level,Hybrid,$100k-$120k
United Safety & Survivability Corporation,Full-time,"Exton, PA",Truck Transportation,Supply Chain- Site Director,2024-09-15,37.04,0.6,854,44,5,0,False,2024-09-21,2024-09-27,2024-09-30,,,Junior,Hybrid,$80k-$100k
BREITLING,Full-time,"Austin, TX",Motor Vehicle Manufacturing,"Sales Associate - Austin, TX",2024-10-20,42.2,1.0,468,88,11,3,True,2024-10-26,2024-11-01,2024-11-04,2024-11-09,14.0,Senior,Hybrid,$60k-$80k
Jobot,Full-time,"Portland, OR",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-01-07,46.76,1.4,614,76,15,6,False,2025-01-14,2025-01-23,2025-01-29,,,Junior,On-site,$100k-$120k
Deutsche Bank,Full-time,"New York, NY",Financial Services,Transaction Coordination Group – Agency Servicing - Analyst,2024-07-30,51.85,1.8,1468,96,8,3,False,2024-08-05,2024-08-08,2024-08-14,,,Mid-level,Hybrid,$60k-$80k
Minnesota Vikings,Full-time,"Eagan, MN",Spectator Sports,Content Management Associate,2024-11-25,41.27,0.9,1215,166,19,5,True,2024-11-30,2024-12-07,2024-12-11,2024-12-15,15.0,Mid-level,On-site,$80k-$100k
Wenham Carter Group,Full-time,United States,"Financial Services, IT Services and IT Consulting, and Business Consulting and Services",Senior Presales,2024-10-10,83.67,4.5,874,43,7,1,False,2024-10-15,2024-10-24,2024-10-28,,,Senior,Hybrid,$100k-$120k
The Contractor Consultants,Full-time,"Irving, TX",Construction,Entry Level Storm Damage Consultant,2024-06-26,52.84,1.9,1283,106,8,0,False,2024-07-05,2024-07-09,2024-07-15,,,Mid-level,On-site,$60k-$80k
Droxi,Full-time,"Ohio, United States",Hospitals and Health Care,Customer Success Director,2025-02-03,43.68,1.1,205,50,10,0,False,2025-02-11,2025-02-19,2025-02-24,,,Junior,On-site,$60k-$80k
Health Match BC,Full-time,"Richmond, VA",Hospitals and Health Care,General Pathology,2024-12-28,53.2,1.9,1181,178,27,7,False,2025-01-01,2025-01-09,2025-01-13,,,Mid-level,On-site,$80k-$100k
ATI,Full-time,"Latrobe, PA","Mining, Aviation and Aerospace Component Manufacturing, and Chemical Manufacturing",Process and Product Engineering Rotational Program,2024-11-17,49.43,1.6,769,160,19,3,True,2024-11-21,2024-11-30,2024-12-05,2024-12-08,17.0,Junior,Remote,$120k+
Center for Public Partnerships & Research,Part-time,Topeka Metropolitan Area,Higher Education,Student Hourly,2025-01-20,54.28,2.0,606,80,18,4,False,2025-01-25,2025-02-03,2025-02-09,,,Mid-level,Hybrid,$40k-$60k
Jobot,Full-time,"New York, United States","Advertising Services, Marketing Services, and Technology, Information and Internet",Business Development,2025-01-28,36.79,0.6,1440,12,2,0,False,2025-01-31,2025-02-07,2025-02-11,,,Mid-level,Hybrid,$60k-$80k
Jobot,Full-time,"Indianapolis, IN",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-12-05,57.18,2.3,225,67,13,2,False,2024-12-13,2024-12-16,2024-12-19,,,Mid-level,Hybrid,$120k+
Jobot,Full-time,"Milwaukee, WI",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2025-01-13,52.35,1.9,1228,41,7,2,True,2025-01-20,2025-01-29,2025-02-04,2025-02-09,20.0,Mid-level,Remote,$120k+
ATI,Full-time,"New Bedford, MA","Mining, Aviation and Aerospace Component Manufacturing, and Chemical Manufacturing",Process and Product Engineering Rotational Program,2024-12-02,49.69,1.6,1185,40,9,2,True,2024-12-07,2024-12-13,2024-12-17,2024-12-21,14.0,Senior,On-site,$120k+
Jobot,Full-time,"Farmington, CT",IT Services and IT Consulting and Software Development,Tool & Die Engineer,2024-11-26,55.82,2.2,589,91,1,0,False,2024-11-29,2024-12-06,2024-12-11,,,Junior,Hybrid,$120k+
Jobot,Full-time,"Redlands, CA",IT Services and IT Consulting and Software Development,Project Engineer,2024-10-30,57.6,2.3,909,52,3,0,False,2024-11-04,2024-11-08,2024-11-13,,,Senior,Hybrid,$100k-$120k
MercyOne,Full-time,"Williston, ND",Hospitals and Health Care,Clinic RN,2024-12-16,35.09,0.4,770,144,19,7,False,2024-12-19,2024-12-25,2024-12-29,,,Junior,On-site,$80k-$100k
MercyOne,Full-time,"Williston, ND",Hospitals and Health Care,Clinic RN,2024-05-21,38.34,0.7,953,114,1,0,False,2024-05-26,2024-05-30,2024-06-04,,,Mid-level,On-site,$80k-$100k
United Airlines,Full-time,"Chicago, IL",Airlines and Aviation,Analyst - Global Maintenance Strategy,2025-02-04,49.26,1.6,345,10,1,0,False,2025-02-05,2025-02-10,2025-02-14,,,Mid-level,On-site,$80k-$100k
Weis Markets,Full-time,United States,Retail,Field Services Technician,2025-01-31,48.33,1.5,984,70,15,4,False,2025-02-06,2025-02-10,2025-02-14,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Duluth, MN",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-04-12,64.15,2.8,1472,23,4,1,True,2024-04-16,2024-04-22,2024-04-27,2024-04-30,14.0,Junior,On-site,$100k-$120k
Stellantis Financial Services,Full-time,"Toledo, OH",Financial Services,Plant Quality Engineer,2025-01-07,59.03,2.4,725,189,23,5,True,2025-01-11,2025-01-16,2025-01-18,2025-01-24,13.0,Mid-level,On-site,$120k+
Health Match BC,Full-time,"Bowie, MD",Hospitals and Health Care,Radiation Oncology,2024-05-13,54.02,2.0,212,105,7,1,True,2024-05-21,2024-05-27,2024-05-30,2024-06-04,14.0,Junior,Hybrid,$60k-$80k
Acosta Group,Full-time,"Lewisville, TX",Business Consulting and Services,Director Retail Senior,2024-07-25,81.08,4.3,1102,15,2,0,False,2024-07-27,2024-08-04,2024-08-10,,,Senior,On-site,$100k-$120k
ActionLink,Part-time,"Bloomingdale, IL",Retail,Retail Merchandiser - Electronics - Part Time,2024-12-14,40.96,0.9,583,112,12,1,False,2024-12-18,2024-12-24,2024-12-27,,,Junior,On-site,$60k-$80k
Aricoma Slovensko,Full-time,"Praha, TX",IT Services and IT Consulting,Business Security Consultant 🔐💰,2024-05-21,37.11,0.6,755,19,1,0,False,2024-05-23,2024-05-28,2024-06-03,,,Junior,Remote,$60k-$80k
Jobot,Full-time,"Bakersfield, CA",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-01-03,59.55,2.5,1086,80,10,0,False,2025-01-04,2025-01-08,2025-01-14,,,Mid-level,Hybrid,$100k-$120k
DoorDash,Full-time,"Oakland, CA",Software Development,"Executive Assistant, Engineering",2025-01-10,56.1,2.2,218,99,21,0,False,2025-01-13,2025-01-21,2025-01-24,,,Junior,On-site,$120k+
Inspire,Full-time,"Atlanta, GA",Restaurants,Credit & Collections Senior Analyst,2024-09-22,61.45,2.6,774,167,5,0,False,2024-09-30,2024-10-03,2024-10-07,,,Senior,Hybrid,$100k-$120k
Tulane University School of Medicine,Part-time,Utica-Rome Area,Higher Education,"Adjunct Lecturer, Business & Leadership Studies Program  >>>",2024-04-03,42.2,1.0,950,158,26,2,True,2024-04-09,2024-04-12,2024-04-17,2024-04-23,14.0,Junior,On-site,$40k-$60k
Health and Safety Council®,Full-time,"Gonzales, LA",Oil and Gas,Live Online Proctor,2024-07-04,54.14,2.0,1203,135,5,0,False,2024-07-11,2024-07-14,2024-07-16,,,Junior,On-site,$60k-$80k
The Contractor Consultants,Full-time,"Arlington, TX",Construction,Entry Level Storm Damage Consultant,2024-10-30,45.01,1.3,618,197,22,10,True,2024-11-01,2024-11-04,2024-11-06,2024-11-09,8.0,Junior,On-site,$60k-$80k
Upstart,Full-time,United States,Financial Services,Senior Change Management Program Manager,2025-03-23,72.98,3.6,618,106,15,4,False,2025-03-29,2025-04-05,2025-04-07,,,Senior,Remote,$100k-$120k
Jobot,Full-time,"Green Bay, WI",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-11-05,51.44,1.8,321,83,13,4,True,2024-11-13,2024-11-16,2024-11-19,2024-11-25,12.0,Senior,Hybrid,$100k-$120k
University of Florida,Contract,"Gainesville, FL",Higher Education,Research Administrator II,2024-06-23,39.18,0.8,631,124,28,0,False,2024-07-01,2024-07-06,2024-07-09,,,Senior,Hybrid,$60k-$80k
State of Florida,Full-time,"Ocala, FL",Government Administration,ELIGIBILITY SUPERVISOR - SES - 60020283,2024-11-06,42.37,1.0,243,72,1,0,False,2024-11-10,2024-11-19,2024-11-23,,,Junior,Remote,$60k-$80k
Elevance Health,Full-time,Greater Indianapolis,Hospitals and Health Care,Security Analyst Senior - Identity & Access Management,2024-09-30,71.09,3.4,580,179,43,6,True,2024-10-06,2024-10-09,2024-10-11,2024-10-17,11.0,Senior,Remote,$100k-$120k
The Contractor Consultants,Full-time,"Arlington, TX",Construction,Entry Level Storm Damage Consultant,2024-12-23,36.05,0.5,344,60,7,1,True,2024-12-28,2025-01-03,2025-01-07,2025-01-09,12.0,Mid-level,Hybrid,$80k-$100k
Northwell Health,Full-time,"Manhasset, NY",Hospitals and Health Care,Elmezzi Scholar,2024-05-08,50.35,1.7,562,65,1,0,False,2024-05-17,2024-05-26,2024-05-28,,,Mid-level,Hybrid,$60k-$80k
Northwell Health,Full-time,"Manhasset, NY",Hospitals and Health Care,Elmezzi Scholar,2024-12-18,43.33,1.1,1273,50,11,3,False,2024-12-26,2024-12-29,2025-01-01,,,Mid-level,On-site,$80k-$100k
Bolton Valley Resort,Part-time,"Bolton Valley, VT",Recreational Facilities,MOUNTAIN BIKE MECHANIC,2024-10-01,51.44,1.8,1288,41,2,0,False,2024-10-03,2024-10-12,2024-10-17,,,Mid-level,On-site,$40k-$60k
Nutrafol,Full-time,United States,Retail,"Director, Loyalty Marketing",2025-03-15,52.01,1.8,554,24,2,0,False,2025-03-22,2025-03-26,2025-03-31,,,Junior,Hybrid,$80k-$100k
Jobot Consulting,Contract,"Bridgeport, CT",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-07-28,66.36,3.0,999,71,5,0,False,2024-08-04,2024-08-09,2024-08-14,,,Senior,Hybrid,$120k+
CHI,Full-time,"Bismarck, ND",Hospitals and Health Care,RN Womens and Childrens Flex,2024-11-05,48.15,1.5,1387,164,30,10,True,2024-11-06,2024-11-11,2024-11-16,2024-11-19,13.0,Mid-level,Remote,$60k-$80k
NJF Global Holdings Ltd,Full-time,"Austin, TX","Computers and Electronics Manufacturing, Electrical Equipment Manufacturing, and IT System Testing and Evaluation",Electrical Engineer,2025-03-02,51.81,1.8,1364,37,2,0,False,2025-03-03,2025-03-12,2025-03-18,,,Junior,On-site,$100k-$120k
Davenport University,Full-time,"Traverse City, MI",Higher Education,Admissions Rep-Adult Team,2024-05-07,52.6,1.9,1025,73,16,2,False,2024-05-11,2024-05-19,2024-05-21,,,Junior,Hybrid,$60k-$80k
Modern Aviation,Other,"Mather, CA",Airlines and Aviation,GSE Mechanic,2025-03-04,39.31,0.8,1351,196,13,3,True,2025-03-09,2025-03-16,2025-03-21,2025-03-27,18.0,Mid-level,Hybrid,$80k-$100k
Jobot,Full-time,"Memphis, TN",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-11-29,56.95,2.2,597,195,39,9,True,2024-12-03,2024-12-09,2024-12-15,2024-12-19,16.0,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Burbank, IL","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior QA Analyst,2024-04-26,78.23,4.0,1079,139,33,10,True,2024-05-03,2024-05-12,2024-05-18,2024-05-21,18.0,Senior,Hybrid,$120k+
Jobot,Full-time,"Atlanta, GA",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-07-10,47.38,1.4,662,136,26,9,True,2024-07-13,2024-07-18,2024-07-24,2024-07-26,13.0,Junior,Hybrid,$100k-$120k
GSL Education,Part-time,"Southampton, MA",Education Administration Programs,SEMH Teaching Assistant,2024-12-05,37.73,0.6,1007,45,1,0,False,2024-12-12,2024-12-16,2024-12-20,,,Mid-level,On-site,$40k-$60k
Jobot,Full-time,"Minneapolis, MN",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-04-26,56.29,2.2,386,123,17,5,False,2024-05-04,2024-05-07,2024-05-11,,,Mid-level,Hybrid,$100k-$120k
NTT DATA Business Solutions,Full-time,"Garden Home, OR",IT Services and IT Consulting,SAP Technical Project Manager,2024-10-16,49.77,1.6,931,22,2,0,False,2024-10-22,2024-10-27,2024-11-02,,,Senior,On-site,$80k-$100k
Universal Studios Hollywood,Full-time,"Universal City, CA",Entertainment,SVP Sales,2024-07-29,41.31,0.9,1413,24,2,0,False,2024-08-04,2024-08-08,2024-08-13,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Great Falls, MT",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-10-31,56.12,2.2,628,98,17,3,True,2024-11-08,2024-11-11,2024-11-13,2024-11-18,10.0,Mid-level,Hybrid,$120k+
Jobot,Full-time,"Evansville, IN",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-04-18,49.88,1.7,1057,197,6,2,False,2024-04-26,2024-05-03,2024-05-06,,,Mid-level,On-site,$100k-$120k
Jobot,Full-time,"Nashville, TN",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-01-30,57.83,2.3,436,31,6,1,True,2025-02-06,2025-02-11,2025-02-15,2025-02-21,15.0,Junior,On-site,$100k-$120k
Mindful Therapy Group,Full-time,"Mountlake Terrace, WA",Individual and Family Services,DIRECTOR OF FINANCE,2025-03-20,38.98,0.7,1417,83,18,2,False,2025-03-26,2025-03-31,2025-04-05,,,Junior,On-site,$80k-$100k
Kroger,Part-time,"Cold Spring, KY",Retail,Courtesy Clerk/Grocery Bagger,2025-03-18,52.8,1.9,970,34,6,0,False,2025-03-24,2025-04-02,2025-04-07,,,Junior,On-site,$60k-$80k
Kroger,Part-time,"Fort Wayne, IN",Retail,Courtesy Clerk/Grocery Bagger,2024-12-16,40.75,0.9,957,110,10,4,False,2024-12-22,2024-12-31,2025-01-03,,,Mid-level,On-site,$40k-$60k
Acosta Group,Full-time,"Dallas, TX",Business Consulting and Services,HR Business Partners,2024-05-14,42.36,1.0,335,126,24,9,False,2024-05-22,2024-05-26,2024-05-29,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Colorado Springs, CO",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-12-18,41.45,1.0,991,175,18,1,True,2024-12-19,2024-12-27,2025-01-01,2025-01-05,17.0,Senior,Hybrid,$120k+
Davenport University,Internship,"Grand Rapids, MI",Higher Education,(Student) Campus Asst Lettinga-Career Services,2024-04-10,37.23,0.6,370,50,11,0,False,2024-04-15,2024-04-24,2024-04-27,,,Mid-level,Remote,$60k-$80k
Trivalent Group,Full-time,"Putnam, CT",Information Technology & Services,CNC Milling Setup/Operator,2024-04-09,45.32,1.3,358,97,9,1,True,2024-04-12,2024-04-18,2024-04-23,2024-04-25,13.0,Junior,On-site,$80k-$100k
Jobot,Full-time,"Thousand Oaks, CA",IT Services and IT Consulting and Software Development,Controls Design Engineer (PLC's & Fanuc Robotics),2024-07-20,46.69,1.4,400,177,8,3,True,2024-07-28,2024-08-04,2024-08-07,2024-08-10,13.0,Junior,On-site,$100k-$120k
TEKsystems,Full-time,"Phoenix, AZ",IT Services and IT Consulting,Data Center Technician,2024-09-17,51.71,1.8,1161,119,28,6,False,2024-09-23,2024-09-29,2024-10-02,,,Junior,On-site,$60k-$80k
University of Louisville,Full-time,"Louisville, KY",Higher Education,IT Security Analyst III,2024-12-21,35.29,0.4,782,129,10,3,True,2024-12-23,2024-12-28,2025-01-02,2025-01-08,16.0,Mid-level,On-site,$80k-$100k
Jobot,Full-time,"Riverside, CA",IT Services and IT Consulting and Software Development,Project Engineer,2024-11-27,49.48,1.6,1075,106,17,2,False,2024-12-04,2024-12-10,2024-12-16,,,Mid-level,Hybrid,$100k-$120k
Jobot,Full-time,"Reno, NV",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-09-07,48.43,1.5,570,154,29,8,False,2024-09-14,2024-09-17,2024-09-22,,,Senior,Remote,$120k+
Jobot,Full-time,"Miami, FL",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-06-28,40.48,0.9,302,66,10,1,True,2024-07-03,2024-07-10,2024-07-12,2024-07-14,11.0,Mid-level,Remote,$120k+
CVS Health,Full-time,"Scottsdale, AZ",Hospitals and Health Care,Security Risk Management Analyst,2025-03-30,37.49,0.6,1201,139,6,1,False,2025-04-07,2025-04-13,2025-04-16,,,Senior,On-site,$80k-$100k
Jobot,Full-time,"Rapid City, SD",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-09-02,50.34,1.7,1348,105,14,0,False,2024-09-07,2024-09-10,2024-09-14,,,Mid-level,Remote,$100k-$120k
Archdiocese of Milwaukee,Full-time,"West Bend, WI",Religious Institutions,Math Teacher - 6th-8th Grade Holy Angels School - Up to 80% with potential for full time in the future,2024-09-08,44.86,1.2,1175,130,22,0,False,2024-09-09,2024-09-13,2024-09-16,,,Senior,On-site,$80k-$100k
NaturalBox Group,Part-time,United States,Manufacturing,Part-Time Sales,2024-05-22,43.09,1.1,997,71,6,0,False,2024-05-31,2024-06-06,2024-06-08,,,Mid-level,Hybrid,$40k-$60k
Dignity Health,Full-time,"Los Angeles, CA",Hospitals and Health Care,Imaging Tech I,2024-12-27,45.62,1.3,1453,146,6,0,False,2024-12-31,2025-01-07,2025-01-11,,,Mid-level,Hybrid,$60k-$80k
Graceland Management Services LLC,Full-time,"Bainbridge, GA",Business Consulting and Services,"Corporate CDL Driver - Blakely, GA",2024-12-01,46.9,1.4,857,77,7,2,False,2024-12-03,2024-12-06,2024-12-10,,,Mid-level,Hybrid,$60k-$80k
Weis Markets,Full-time,"Milton, PA",Retail,Fresh Order Selector,2024-06-08,35.2,0.4,1081,90,12,3,False,2024-06-12,2024-06-18,2024-06-23,,,Mid-level,On-site,$60k-$80k
Jobot,Full-time,"Orem, UT",IT Services and IT Consulting and Software Development,Project Engineer - Traveling,2024-05-01,51.6,1.8,1420,26,3,0,False,2024-05-10,2024-05-14,2024-05-20,,,Mid-level,On-site,$120k+
Progressive Insurance,Full-time,United States,Insurance,Product Development Mgr I,2024-11-26,54.27,2.0,932,126,14,3,True,2024-11-28,2024-12-04,2024-12-09,2024-12-11,13.0,Junior,Hybrid,$80k-$100k
Jobot,Full-time,"Caro, MI",IT Services and IT Consulting and Software Development,Firmware Engineer,2024-11-15,52.98,1.9,622,59,6,0,False,2024-11-19,2024-11-22,2024-11-26,,,Junior,On-site,$120k+
Jobot Consulting,Contract,"Pasadena, TX","Software Development, Technology, Information and Internet, and Technology, Information and Media",Senior Cloud Developer,2024-06-28,80.33,4.2,771,121,19,3,True,2024-06-30,2024-07-06,2024-07-10,2024-07-14,14.0,Senior,On-site,$120k+
DNOW,Full-time,Greater Houston,Oil and Gas,Pricing Analyst I,2025-03-10,41.24,0.9,370,103,23,8,True,2025-03-15,2025-03-22,2025-03-28,2025-04-02,18.0,Mid-level,Hybrid,$60k-$80k
TieTalent,Full-time,"Zwolle, LA","Technology, Information and Internet",Hypotheekadviseur,2024-05-19,50.48,1.7,372,177,7,0,False,2024-05-22,2024-05-27,2024-05-30,,,Mid-level,On-site,$60k-$80k
ATI,Full-time,"Monaca, PA","Mining, Aviation and Aerospace Component Manufacturing, and Chemical Manufacturing",Process and Product Engineering Rotational Program,2024-09-03,59.32,2.4,862,195,40,17,False,2024-09-05,2024-09-08,2024-09-14,,,Junior,Hybrid,$100k-$120k
Jobot,Full-time,"Anchorage, AK",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2025-03-07,53.03,1.9,652,94,18,6,False,2025-03-16,2025-03-19,2025-03-24,,,Junior,On-site,$100k-$120k
Jobot,Full-time,"Knoxville, TN",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-08-30,64.4,2.9,549,158,25,8,True,2024-09-04,2024-09-07,2024-09-10,2024-09-15,11.0,Junior,Remote,$100k-$120k
Jobot,Full-time,"Brownsville, TX",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-11-08,43.14,1.1,693,155,13,5,False,2024-11-13,2024-11-16,2024-11-21,,,Mid-level,On-site,$120k+
Jobot,Full-time,"Portland, ME",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-08-21,40.42,0.9,819,192,21,2,True,2024-08-22,2024-08-28,2024-09-03,2024-09-08,17.0,Junior,Remote,$120k+
CHI,Full-time,"Houston, TX",Hospitals and Health Care,CCU RN,2024-06-28,50.4,1.7,1227,166,10,4,False,2024-07-04,2024-07-11,2024-07-14,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"Bismarck, ND",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2025-03-25,60.18,2.5,1316,161,9,3,False,2025-04-01,2025-04-05,2025-04-11,,,Junior,Hybrid,$120k+
Jobot Consulting,Contract,"Denver, CO",IT Services and IT Consulting and Software Development,Senior Software Engineer (z/OS and MFC),2024-08-26,63.61,2.8,1118,83,15,0,False,2024-08-27,2024-09-03,2024-09-05,,,Senior,Remote,$100k-$120k
Silver Bay YMCA Conference and Family Retreat Center,Full-time,"Silver Bay, NY",Hospitality,Vice President of Program,2025-02-11,40.31,0.9,205,26,4,0,False,2025-02-20,2025-02-23,2025-02-27,,,Junior,On-site,$60k-$80k
BiteWorld International Corporation,Full-time,"Los Angeles, CA",Marketing Services,Marketing Coordinator,2024-06-12,35.35,0.4,487,27,2,0,False,2024-06-20,2024-06-28,2024-07-01,,,Senior,On-site,$80k-$100k
Khan Academy,Full-time,"Mountain View, CA",E-Learning Providers,"Senior Product Manager, Reporting and Insights",2024-06-05,68.8,3.2,1369,51,9,0,False,2024-06-13,2024-06-19,2024-06-23,,,Senior,On-site,$100k-$120k
Pan-Am Dental Laboratory,Full-time,"Gainesville, GA",Medical Equipment Manufacturing,Dental Implant Technician (Specialist),2024-04-12,50.46,1.7,807,110,13,2,False,2024-04-19,2024-04-27,2024-04-29,,,Junior,On-site,$80k-$100k
Jobot,Full-time,"Wichita Falls, TX",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-11-14,52.95,1.9,656,54,2,0,False,2024-11-19,2024-11-25,2024-11-28,,,Mid-level,Hybrid,$120k+
BioMarin Pharmaceutical Inc.,Full-time,"San Rafael, CA",Biotechnology Research and Pharmaceutical Manufacturing,"Senior Research Associate, BioAnalytical Sciences (PK, PD, Biomarkers & Immunogenicity Assessments)",2024-08-08,70.44,3.4,1425,91,19,5,False,2024-08-11,2024-08-14,2024-08-18,,,Senior,On-site,$120k+
AdventHealth Colorado,Full-time,"Burleson, TX",Hospitals and Health Care,Network Access Center Specialist,2025-01-27,42.43,1.0,1435,26,2,0,False,2025-02-05,2025-02-11,2025-02-15,,,Mid-level,Remote,$60k-$80k
Aparium Hotel Group,Full-time,"Portland, Oregon Metropolitan Area",Hospitality,Director of Finance,2024-09-13,35.03,0.4,1229,82,2,0,False,2024-09-20,2024-09-23,2024-09-26,,,Senior,Hybrid,$60k-$80k
Kroger,Part-time,"Murfreesboro, TN",Retail,Courtesy Clerk/Grocery Bagger,2025-03-18,41.0,0.9,823,23,3,0,False,2025-03-26,2025-04-02,2025-04-06,,,Junior,On-site,$40k-$60k
Wichita Public Schools - USD259,Full-time,"Wichita, KS",Primary and Secondary Education,Leadership (2025-2026 School Year),2024-05-28,47.93,1.5,575,186,38,4,True,2024-06-03,2024-06-12,2024-06-16,2024-06-19,16.0,Junior,Remote,$80k-$100k
Jobot,Full-time,"Great Falls, MT",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2025-01-29,64.35,2.9,646,166,3,0,False,2025-02-03,2025-02-08,2025-02-11,,,Junior,On-site,$120k+
Aramark Correctional Services,Full-time,"Oklahoma City, OK",Correctional Institutions,District Manager I,2024-12-22,51.94,1.8,1034,141,6,0,False,2024-12-30,2025-01-05,2025-01-09,,,Junior,On-site,$60k-$80k
Jobot,Full-time,"St George, UT",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-12-21,40.59,0.9,1329,91,16,0,False,2024-12-24,2024-12-27,2024-12-31,,,Mid-level,On-site,$120k+
Community First Medical Center,Full-time,"Chicago, IL",Hospitals and Health Care,Emergency Dept. Tech  - 7:00pm-7:30am,2025-01-17,52.97,1.9,1010,157,19,5,True,2025-01-24,2025-02-01,2025-02-06,2025-02-08,15.0,Junior,Hybrid,$60k-$80k
Jobot,Full-time,"New Orleans, LA",IT Services and IT Consulting and Software Development,Staff Backend Engineer ,2024-12-18,59.58,2.5,1319,129,3,0,False,2024-12-20,2024-12-23,2024-12-28,,,Junior,On-site,$100k-$120k
Amwins Global Risks,Full-time,"Scottsdale, AZ",Insurance,Claims Reporting Analyst,2024-11-03,50.61,1.7,1158,129,18,7,False,2024-11-06,2024-11-14,2024-11-16,,,Senior,Hybrid,$80k-$100k
TEKsystems,Full-time,"San Diego, CA",IT Services and IT Consulting,Product RF Engineer,2024-05-14,51.45,1.8,1048,56,7,0,False,2024-05-16,2024-05-22,2024-05-27,,,Mid-level,On-site,$120k+
TEKsystems,Full-time,"San Diego, CA",IT Services and IT Consulting,Product RF Engineer,2024-04-13,49.95,1.7,1008,116,9,0,False,2024-04-18,2024-04-22,2024-04-27,,,Junior,Remote,$100k-$120k
National Association of Black Journalists (NABJ),Full-time,"New York, NY",Newspaper Publishing,Audio Reporter,2025-02-24,41.06,0.9,1178,117,20,0,False,2025-03-03,2025-03-11,2025-03-13,,,Junior,Hybrid,$60k-$80k
Jobot,Full-time,"Gilroy, CA",IT Services and IT Consulting and Software Development,DevOps Engineer (Kubernetes & AWS),2024-10-30,41.64,1.0,615,18,1,0,False,2024-10-31,2024-11-03,2024-11-07,,,Junior,On-site,$100k-$120k
Talent Groups,Full-time,"Atlanta, GA",Staffing and Recruiting,HR Recruiter,2024-12-27,39.56,0.8,925,88,3,0,False,2025-01-05,2025-01-11,2025-01-15,,,Senior,Hybrid,$60k-$80k
Jobot,Full-time,"Sioux City, IA",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-09-16,46.17,1.3,653,164,11,1,True,2024-09-17,2024-09-20,2024-09-25,2024-09-28,11.0,Senior,Hybrid,$120k+
Jobot,Full-time,"Bismarck, ND",IT Services and IT Consulting and Software Development,Lead .NET Engineer,2024-05-10,52.1,1.8,1416,24,1,0,False,2024-05-11,2024-05-15,2024-05-17,,,Senior,On-site,$100k-$120k
